local_datetime,intersection_id,direction,total_volume
11/2/2024 20:00,Washingtonst_and_Ave52,SB,222
11/2/2024 21:00,Washingtonst_and_Ave52,NB,30
11/2/2024 21:00,Washingtonst_and_Ave52,SB,208
11/2/2024 22:00,Washingtonst_and_Ave52,NB,36
11/2/2024 22:00,Washingtonst_and_Ave52,SB,188
11/2/2024 23:00,Washingtonst_and_Ave52,NB,27
11/2/2024 23:00,Washingtonst_and_Ave52,SB,130
11/3/2024 0:00,Washingtonst_and_Ave52,NB,6
11/3/2024 0:00,Washingtonst_and_Ave52,SB,75
11/3/2024 1:00,Washingtonst_and_Ave52,NB,3
11/3/2024 1:00,Washingtonst_and_Ave52,SB,73
11/3/2024 2:00,Washingtonst_and_Ave52,NB,4
11/3/2024 2:00,Washingtonst_and_Ave52,SB,12
11/3/2024 3:00,Washingtonst_and_Ave52,NB,1
11/3/2024 3:00,Washingtonst_and_Ave52,SB,8
11/3/2024 4:00,Washingtonst_and_Ave52,NB,1
11/3/2024 4:00,Washingtonst_and_Ave52,SB,13
11/3/2024 5:00,Washingtonst_and_Ave52,NB,7
11/3/2024 5:00,Washingtonst_and_Ave52,SB,35
11/3/2024 6:00,Washingtonst_and_Ave52,NB,6
11/3/2024 6:00,Washingtonst_and_Ave52,SB,144
11/3/2024 7:00,Washingtonst_and_Ave52,NB,7
11/3/2024 7:00,Washingtonst_and_Ave52,SB,206
11/3/2024 8:00,Washingtonst_and_Ave52,NB,17
11/3/2024 8:00,Washingtonst_and_Ave52,SB,251
11/3/2024 9:00,Washingtonst_and_Ave52,NB,21
11/3/2024 9:00,Washingtonst_and_Ave52,SB,301
11/3/2024 10:00,Washingtonst_and_Ave52,NB,32
11/3/2024 10:00,Washingtonst_and_Ave52,SB,367
11/3/2024 11:00,Washingtonst_and_Ave52,NB,56
11/3/2024 11:00,Washingtonst_and_Ave52,SB,410
11/3/2024 12:00,Washingtonst_and_Ave52,NB,71
11/3/2024 12:00,Washingtonst_and_Ave52,SB,414
11/3/2024 13:00,Washingtonst_and_Ave52,NB,67
11/3/2024 13:00,Washingtonst_and_Ave52,SB,445
11/3/2024 14:00,Washingtonst_and_Ave52,NB,191
11/3/2024 14:00,Washingtonst_and_Ave52,SB,405
11/3/2024 15:00,Washingtonst_and_Ave52,NB,112
11/3/2024 15:00,Washingtonst_and_Ave52,SB,436
11/3/2024 16:00,Washingtonst_and_Ave52,NB,16
11/3/2024 16:00,Washingtonst_and_Ave52,SB,407
11/3/2024 17:00,Washingtonst_and_Ave52,NB,31
11/3/2024 17:00,Washingtonst_and_Ave52,SB,382
11/3/2024 18:00,Washingtonst_and_Ave52,NB,14
11/3/2024 18:00,Washingtonst_and_Ave52,SB,263
11/3/2024 19:00,Washingtonst_and_Ave52,NB,6
11/3/2024 19:00,Washingtonst_and_Ave52,SB,223
11/3/2024 20:00,Washingtonst_and_Ave52,NB,6
11/3/2024 20:00,Washingtonst_and_Ave52,SB,159
11/3/2024 21:00,Washingtonst_and_Ave52,NB,6
11/3/2024 21:00,Washingtonst_and_Ave52,SB,147
11/3/2024 22:00,Washingtonst_and_Ave52,NB,1
11/3/2024 22:00,Washingtonst_and_Ave52,SB,102
11/3/2024 23:00,Washingtonst_and_Ave52,NB,5
11/3/2024 23:00,Washingtonst_and_Ave52,SB,50
11/4/2024 0:00,Washingtonst_and_Ave52,NB,0
11/4/2024 0:00,Washingtonst_and_Ave52,SB,40
11/4/2024 1:00,Washingtonst_and_Ave52,NB,0
11/4/2024 1:00,Washingtonst_and_Ave52,SB,20
11/4/2024 2:00,Washingtonst_and_Ave52,NB,3
11/4/2024 2:00,Washingtonst_and_Ave52,SB,15
11/4/2024 3:00,Washingtonst_and_Ave52,NB,2
11/4/2024 3:00,Washingtonst_and_Ave52,SB,12
11/4/2024 4:00,Washingtonst_and_Ave52,NB,0
11/4/2024 4:00,Washingtonst_and_Ave52,SB,23
11/4/2024 5:00,Washingtonst_and_Ave52,NB,5
11/4/2024 5:00,Washingtonst_and_Ave52,SB,82
11/4/2024 6:00,Washingtonst_and_Ave52,NB,6
11/4/2024 6:00,Washingtonst_and_Ave52,SB,272
11/4/2024 7:00,Washingtonst_and_Ave52,NB,37
11/4/2024 7:00,Washingtonst_and_Ave52,SB,422
11/4/2024 8:00,Washingtonst_and_Ave52,NB,65
11/4/2024 8:00,Washingtonst_and_Ave52,SB,562
11/4/2024 9:00,Washingtonst_and_Ave52,NB,46
11/4/2024 9:00,Washingtonst_and_Ave52,SB,444
11/4/2024 10:00,Washingtonst_and_Ave52,NB,45
11/4/2024 10:00,Washingtonst_and_Ave52,SB,452
11/4/2024 11:00,Washingtonst_and_Ave52,NB,25
11/4/2024 11:00,Washingtonst_and_Ave52,SB,493
11/4/2024 12:00,Washingtonst_and_Ave52,NB,33
11/4/2024 12:00,Washingtonst_and_Ave52,SB,512
11/4/2024 13:00,Washingtonst_and_Ave52,NB,54
11/4/2024 13:00,Washingtonst_and_Ave52,SB,536
11/4/2024 14:00,Washingtonst_and_Ave52,NB,46
11/4/2024 14:00,Washingtonst_and_Ave52,SB,583
11/4/2024 15:00,Washingtonst_and_Ave52,NB,33
11/4/2024 15:00,Washingtonst_and_Ave52,SB,631
11/4/2024 16:00,Washingtonst_and_Ave52,NB,19
11/4/2024 16:00,Washingtonst_and_Ave52,SB,745
11/4/2024 17:00,Washingtonst_and_Ave52,NB,43
11/4/2024 17:00,Washingtonst_and_Ave52,SB,562
11/4/2024 18:00,Washingtonst_and_Ave52,NB,22
11/4/2024 18:00,Washingtonst_and_Ave52,SB,371
11/4/2024 19:00,Washingtonst_and_Ave52,NB,15
11/4/2024 19:00,Washingtonst_and_Ave52,SB,271
11/4/2024 20:00,Washingtonst_and_Ave52,NB,5
11/4/2024 20:00,Washingtonst_and_Ave52,SB,185
11/4/2024 21:00,Washingtonst_and_Ave52,NB,17
11/4/2024 21:00,Washingtonst_and_Ave52,SB,159
11/4/2024 22:00,Washingtonst_and_Ave52,NB,2
11/4/2024 22:00,Washingtonst_and_Ave52,SB,66
11/4/2024 23:00,Washingtonst_and_Ave52,NB,2
11/4/2024 23:00,Washingtonst_and_Ave52,SB,59
11/5/2024 0:00,Washingtonst_and_Ave52,NB,2
11/5/2024 0:00,Washingtonst_and_Ave52,SB,19
11/5/2024 1:00,Washingtonst_and_Ave52,NB,2
11/5/2024 1:00,Washingtonst_and_Ave52,SB,24
11/5/2024 2:00,Washingtonst_and_Ave52,NB,0
11/5/2024 2:00,Washingtonst_and_Ave52,SB,7
11/5/2024 3:00,Washingtonst_and_Ave52,NB,1
11/5/2024 3:00,Washingtonst_and_Ave52,SB,9
11/5/2024 4:00,Washingtonst_and_Ave52,NB,0
11/5/2024 4:00,Washingtonst_and_Ave52,SB,20
11/5/2024 5:00,Washingtonst_and_Ave52,NB,10
11/5/2024 5:00,Washingtonst_and_Ave52,SB,83
11/5/2024 6:00,Washingtonst_and_Ave52,NB,10
11/5/2024 6:00,Washingtonst_and_Ave52,SB,291
11/5/2024 7:00,Washingtonst_and_Ave52,NB,17
11/5/2024 7:00,Washingtonst_and_Ave52,SB,408
11/5/2024 8:00,Washingtonst_and_Ave52,NB,30
11/5/2024 8:00,Washingtonst_and_Ave52,SB,502
11/5/2024 9:00,Washingtonst_and_Ave52,NB,43
11/5/2024 9:00,Washingtonst_and_Ave52,SB,465
11/5/2024 10:00,Washingtonst_and_Ave52,NB,46
11/5/2024 10:00,Washingtonst_and_Ave52,SB,501
11/5/2024 11:00,Washingtonst_and_Ave52,NB,39
11/5/2024 11:00,Washingtonst_and_Ave52,SB,531
11/5/2024 12:00,Washingtonst_and_Ave52,NB,46
11/5/2024 12:00,Washingtonst_and_Ave52,SB,524
11/5/2024 13:00,Washingtonst_and_Ave52,NB,42
11/5/2024 13:00,Washingtonst_and_Ave52,SB,551
11/5/2024 14:00,Washingtonst_and_Ave52,NB,53
11/5/2024 14:00,Washingtonst_and_Ave52,SB,676
11/5/2024 15:00,Washingtonst_and_Ave52,NB,39
11/5/2024 15:00,Washingtonst_and_Ave52,SB,762
11/5/2024 16:00,Washingtonst_and_Ave52,NB,30
11/5/2024 16:00,Washingtonst_and_Ave52,SB,805
11/5/2024 17:00,Washingtonst_and_Ave52,NB,58
11/5/2024 17:00,Washingtonst_and_Ave52,SB,604
11/5/2024 18:00,Washingtonst_and_Ave52,NB,24
11/5/2024 18:00,Washingtonst_and_Ave52,SB,349
11/5/2024 19:00,Washingtonst_and_Ave52,NB,25
11/5/2024 19:00,Washingtonst_and_Ave52,SB,239
11/5/2024 20:00,Washingtonst_and_Ave52,NB,10
11/5/2024 20:00,Washingtonst_and_Ave52,SB,220
11/5/2024 21:00,Washingtonst_and_Ave52,NB,8
11/5/2024 21:00,Washingtonst_and_Ave52,SB,170
11/5/2024 22:00,Washingtonst_and_Ave52,NB,6
11/5/2024 22:00,Washingtonst_and_Ave52,SB,104
11/5/2024 23:00,Washingtonst_and_Ave52,NB,5
11/5/2024 23:00,Washingtonst_and_Ave52,SB,73
11/6/2024 0:00,Washingtonst_and_Ave52,NB,4
11/6/2024 0:00,Washingtonst_and_Ave52,SB,32
11/6/2024 1:00,Washingtonst_and_Ave52,NB,3
11/6/2024 1:00,Washingtonst_and_Ave52,SB,14
11/6/2024 2:00,Washingtonst_and_Ave52,NB,0
11/6/2024 2:00,Washingtonst_and_Ave52,SB,11
11/6/2024 3:00,Washingtonst_and_Ave52,NB,1
11/6/2024 3:00,Washingtonst_and_Ave52,SB,6
11/6/2024 4:00,Washingtonst_and_Ave52,NB,0
11/6/2024 4:00,Washingtonst_and_Ave52,SB,25
11/6/2024 5:00,Washingtonst_and_Ave52,NB,9
11/6/2024 5:00,Washingtonst_and_Ave52,SB,85
11/6/2024 6:00,Washingtonst_and_Ave52,NB,12
11/6/2024 6:00,Washingtonst_and_Ave52,SB,265
11/6/2024 7:00,Washingtonst_and_Ave52,NB,21
11/6/2024 7:00,Washingtonst_and_Ave52,SB,425
11/6/2024 8:00,Washingtonst_and_Ave52,NB,40
11/6/2024 8:00,Washingtonst_and_Ave52,SB,493
11/6/2024 9:00,Washingtonst_and_Ave52,NB,38
11/6/2024 9:00,Washingtonst_and_Ave52,SB,408
11/6/2024 10:00,Washingtonst_and_Ave52,NB,30
11/6/2024 10:00,Washingtonst_and_Ave52,SB,510
11/6/2024 11:00,Washingtonst_and_Ave52,NB,32
11/6/2024 11:00,Washingtonst_and_Ave52,SB,523
11/6/2024 12:00,Washingtonst_and_Ave52,NB,31
11/6/2024 12:00,Washingtonst_and_Ave52,SB,506
11/6/2024 13:00,Washingtonst_and_Ave52,NB,41
11/6/2024 13:00,Washingtonst_and_Ave52,SB,575
11/6/2024 14:00,Washingtonst_and_Ave52,NB,56
11/6/2024 14:00,Washingtonst_and_Ave52,SB,634
11/6/2024 15:00,Washingtonst_and_Ave52,NB,42
11/6/2024 15:00,Washingtonst_and_Ave52,SB,655
11/6/2024 16:00,Washingtonst_and_Ave52,NB,36
11/6/2024 16:00,Washingtonst_and_Ave52,SB,742
11/6/2024 17:00,Washingtonst_and_Ave52,NB,56
11/6/2024 17:00,Washingtonst_and_Ave52,SB,557
11/6/2024 18:00,Washingtonst_and_Ave52,NB,23
11/6/2024 18:00,Washingtonst_and_Ave52,SB,381
11/6/2024 19:00,Washingtonst_and_Ave52,NB,15
11/6/2024 19:00,Washingtonst_and_Ave52,SB,320
11/6/2024 20:00,Washingtonst_and_Ave52,NB,10
11/6/2024 20:00,Washingtonst_and_Ave52,SB,283
11/6/2024 21:00,Washingtonst_and_Ave52,NB,8
11/6/2024 21:00,Washingtonst_and_Ave52,SB,200
11/6/2024 22:00,Washingtonst_and_Ave52,NB,0
11/6/2024 22:00,Washingtonst_and_Ave52,SB,122
11/6/2024 23:00,Washingtonst_and_Ave52,NB,3
11/6/2024 23:00,Washingtonst_and_Ave52,SB,78
11/7/2024 0:00,Washingtonst_and_Ave52,NB,1
11/7/2024 0:00,Washingtonst_and_Ave52,SB,37
11/7/2024 1:00,Washingtonst_and_Ave52,NB,2
11/7/2024 1:00,Washingtonst_and_Ave52,SB,16
11/7/2024 2:00,Washingtonst_and_Ave52,NB,1
11/7/2024 2:00,Washingtonst_and_Ave52,SB,12
11/7/2024 3:00,Washingtonst_and_Ave52,NB,2
11/7/2024 3:00,Washingtonst_and_Ave52,SB,16
11/7/2024 4:00,Washingtonst_and_Ave52,NB,3
11/7/2024 4:00,Washingtonst_and_Ave52,SB,23
11/7/2024 5:00,Washingtonst_and_Ave52,NB,9
11/7/2024 5:00,Washingtonst_and_Ave52,SB,82
11/7/2024 6:00,Washingtonst_and_Ave52,NB,8
11/7/2024 6:00,Washingtonst_and_Ave52,SB,307
11/7/2024 7:00,Washingtonst_and_Ave52,NB,25
11/7/2024 7:00,Washingtonst_and_Ave52,SB,445
11/7/2024 8:00,Washingtonst_and_Ave52,NB,42
11/7/2024 8:00,Washingtonst_and_Ave52,SB,480
11/7/2024 9:00,Washingtonst_and_Ave52,NB,26
11/7/2024 9:00,Washingtonst_and_Ave52,SB,476
11/7/2024 10:00,Washingtonst_and_Ave52,NB,43
11/7/2024 10:00,Washingtonst_and_Ave52,SB,436
11/7/2024 11:00,Washingtonst_and_Ave52,NB,62
11/7/2024 11:00,Washingtonst_and_Ave52,SB,497
11/7/2024 12:00,Washingtonst_and_Ave52,NB,39
11/7/2024 12:00,Washingtonst_and_Ave52,SB,539
11/7/2024 13:00,Washingtonst_and_Ave52,NB,36
11/7/2024 13:00,Washingtonst_and_Ave52,SB,569
11/7/2024 14:00,Washingtonst_and_Ave52,NB,51
11/7/2024 14:00,Washingtonst_and_Ave52,SB,603
11/7/2024 15:00,Washingtonst_and_Ave52,NB,40
11/7/2024 15:00,Washingtonst_and_Ave52,SB,724
11/7/2024 16:00,Washingtonst_and_Ave52,NB,48
11/7/2024 16:00,Washingtonst_and_Ave52,SB,770
11/7/2024 17:00,Washingtonst_and_Ave52,NB,38
11/7/2024 17:00,Washingtonst_and_Ave52,SB,569
11/7/2024 18:00,Washingtonst_and_Ave52,NB,32
11/7/2024 18:00,Washingtonst_and_Ave52,SB,386
11/7/2024 19:00,Washingtonst_and_Ave52,NB,21
11/7/2024 19:00,Washingtonst_and_Ave52,SB,301
11/7/2024 20:00,Washingtonst_and_Ave52,NB,11
11/7/2024 20:00,Washingtonst_and_Ave52,SB,262
11/7/2024 21:00,Washingtonst_and_Ave52,NB,14
11/7/2024 21:00,Washingtonst_and_Ave52,SB,210
11/7/2024 22:00,Washingtonst_and_Ave52,NB,2
11/7/2024 22:00,Washingtonst_and_Ave52,SB,140
11/7/2024 23:00,Washingtonst_and_Ave52,NB,5
11/7/2024 23:00,Washingtonst_and_Ave52,SB,81
11/8/2024 0:00,Washingtonst_and_Ave52,NB,1
11/8/2024 0:00,Washingtonst_and_Ave52,SB,38
11/8/2024 1:00,Washingtonst_and_Ave52,NB,2
11/8/2024 1:00,Washingtonst_and_Ave52,SB,16
11/8/2024 2:00,Washingtonst_and_Ave52,NB,1
11/8/2024 2:00,Washingtonst_and_Ave52,SB,11
11/8/2024 3:00,Washingtonst_and_Ave52,NB,0
11/8/2024 3:00,Washingtonst_and_Ave52,SB,10
11/8/2024 4:00,Washingtonst_and_Ave52,NB,1
11/8/2024 4:00,Washingtonst_and_Ave52,SB,23
11/8/2024 5:00,Washingtonst_and_Ave52,NB,12
11/8/2024 5:00,Washingtonst_and_Ave52,SB,101
11/8/2024 6:00,Washingtonst_and_Ave52,NB,18
11/8/2024 6:00,Washingtonst_and_Ave52,SB,279
11/8/2024 7:00,Washingtonst_and_Ave52,NB,30
11/8/2024 7:00,Washingtonst_and_Ave52,SB,430
11/8/2024 8:00,Washingtonst_and_Ave52,NB,34
11/8/2024 8:00,Washingtonst_and_Ave52,SB,527
11/8/2024 9:00,Washingtonst_and_Ave52,NB,44
11/8/2024 9:00,Washingtonst_and_Ave52,SB,493
11/8/2024 10:00,Washingtonst_and_Ave52,NB,57
11/8/2024 10:00,Washingtonst_and_Ave52,SB,526
11/8/2024 11:00,Washingtonst_and_Ave52,NB,46
11/8/2024 11:00,Washingtonst_and_Ave52,SB,497
11/8/2024 12:00,Washingtonst_and_Ave52,NB,45
11/8/2024 12:00,Washingtonst_and_Ave52,SB,599
11/8/2024 13:00,Washingtonst_and_Ave52,NB,41
11/8/2024 13:00,Washingtonst_and_Ave52,SB,639
11/8/2024 14:00,Washingtonst_and_Ave52,NB,51
11/8/2024 14:00,Washingtonst_and_Ave52,SB,624
11/8/2024 15:00,Washingtonst_and_Ave52,NB,39
11/8/2024 15:00,Washingtonst_and_Ave52,SB,719
11/8/2024 16:00,Washingtonst_and_Ave52,NB,39
